order_item_id,order_id,product_id,quantity,unit_price,discount_pct,unit_cost
OI00000145,ORD0000067,P01387,1,1356.5,0.15,1084.45
OI00000146,ORD0000068,P01776,2,473.14,0.25,458.38
OI00000147,ORD0000069,P00580,2,419.39,0.0,307.61
OI00000148,ORD0000070,P01484,5,266.01,0.05,214.32
OI00000149,ORD0000070,P00480,4,2249.22,0.3,1946.58
OI00000150,ORD0000071,P01157,3,846.2,0.15,510.99
OI00000151,ORD0000072,P01808,8,895.25,0.15,797.22
OI00000152,ORD0000073,P00098,1,835.91,0.3,595.98
OI00000153,ORD0000073,P00489,1,1291.55,0.0,786.03
OI00000154,ORD0000073,P00295,2,2017.88,0.05,1474.22
OI00000155,ORD0000073,P00793,4,2503.41,0.15,2143.91
OI00000156,ORD0000074,P01142,4,3429.23,0.25,2096.37
OI00000157,ORD0000075,P01338,1,1395.63,0.1,943.74
OI00000158,ORD0000076,P01691,1,1628.09,0.05,1232.69
OI00000159,ORD0000077,P00308,1,4410.12,0.5,3619.04
OI00000160,ORD0000078,P01296,1,350.95,0.1,264.28
OI00000161,ORD0000078,P01615,1,514.36,0.0,368.12
OI00000162,ORD0000079,P00990,1,4150.31,0.3,3580.08
OI00000163,ORD0000079,P01247,2,2276.11,0.3,1278.47
OI00000164,ORD0000080,P01837,2,1851.1,0.3,1939.09
OI00000165,ORD0000080,P01823,10,135.96,0.0,105.33
OI00000166,ORD0000080,P00101,1,491.37,0.3,388.71
OI00000167,ORD0000081,P01205,4,1238.76,0.05,743.81
OI00000168,ORD0000081,P00285,2,2058.79,0.15,1841.99
OI00000169,ORD0000082,P00041,2,1160.72,0.3,709.67
OI00000170,ORD0000083,P00466,2,7504.08,0.1,5061.53
OI00000171,ORD0000083,P00364,3,403.11,0.1,379.12
OI00000172,ORD0000083,P00019,3,2655.72,0.0,1957.64
OI00000173,ORD0000084,P00990,6,4393.81,0.05,3580.08
OI00000174,ORD0000085,P00890,1,2940.69,0.25,1934.18
OI00000175,ORD0000086,P00957,10,449.83,0.4,381.39
OI00000176,ORD0000087,P00782,1,670.97,0.3,363.42
OI00000177,ORD0000087,P01209,1,2719.62,0.05,1903.95
OI00000178,ORD0000087,P00278,5,1818.3,0.25,1542.32
OI00000179,ORD0000088,P00417,3,479.66,0.15,331.31
OI00000180,ORD0000088,P00115,1,302.09,0.0,230.13
OI00000181,ORD0000089,P00614,1,1669.05,0.05,1080.18
OI00000182,ORD0000090,P00162,1,136.58,0.2,108.21
OI00000183,ORD0000090,P01280,2,1197.91,0.2,789.54
OI00000184,ORD0000091,P00907,5,1411.06,0.2,1007.96
OI00000185,ORD0000092,P01037,2,1001.07,0.15,731.65
OI00000186,ORD0000092,P01441,1,2001.28,0.15,1344.59
OI00000187,ORD0000093,P00509,4,3975.77,0.05,2453.19
OI00000188,ORD0000093,P00286,1,427.05,0.0,330.91
OI00000189,ORD0000094,P00732,1,655.95,0.4,432.19
OI00000190,ORD0000095,P01483,1,6132.46,0.2,5095.69
OI00000191,ORD0000096,P00242,1,216.47,0.05,127.5
OI00000192,ORD0000096,P00338,1,1138.41,0.1,706.07
OI00000193,ORD0000097,P01906,2,2942.99,0.05,1911.6
OI00000194,ORD0000098,P01152,1,1297.68,0.2,903.34
OI00000195,ORD0000099,P01713,1,15313.37,0.15,9919.56
OI00000196,ORD0000100,P00640,1,4272.22,0.1,2333.75
OI00000197,ORD0000100,P01349,2,2027.93,0.15,1098.82
OI00000198,ORD0000100,P00231,1,430.84,0.25,325.29
OI00000199,ORD0000100,P01860,2,6114.78,0.2,5474.77
OI00000200,ORD0000100,P01493,1,861.82,0.1,624.98
OI00000201,ORD0000101,P01960,1,4373.11,0.25,3649.8
OI00000202,ORD0000101,P00992,1,801.46,0.0,673.19
OI00000203,ORD0000101,P00164,1,1027.66,0.05,885.07
OI00000204,ORD0000101,P00965,1,329.42,0.0,232.93
OI00000205,ORD0000102,P00709,1,97.7,0.05,72.18
OI00000206,ORD0000102,P00942,2,1253.11,0.2,741.28
OI00000207,ORD0000103,P01612,1,453.0,0.15,393.49
OI00000208,ORD0000104,P00480,1,2187.02,0.0,1946.58
OI00000209,ORD0000104,P01012,1,2993.51,0.1,2731.32
OI00000210,ORD0000104,P00752,8,469.05,0.0,424.96
OI00000211,ORD0000104,P01445,2,3105.0,0.1,3047.72
OI00000212,ORD0000104,P01178,2,4111.81,0.0,3268.2
OI00000213,ORD0000105,P01358,1,1007.87,0.05,743.19
OI00000214,ORD0000105,P00024,4,2364.0,0.3,2041.0
OI00000215,ORD0000105,P01833,3,2583.28,0.2,2038.29
OI00000216,ORD0000106,P01986,2,4087.33,0.2,3105.39
OI00000217,ORD0000106,P00665,2,1698.84,0.05,952.3
OI00000218,ORD0000106,P00176,1,823.39,0.0,695.93
OI00000219,ORD0000107,P00164,2,1001.85,0.25,885.07
OI00000220,ORD0000107,P01878,3,6852.52,0.0,3624.71
OI00000221,ORD0000108,P01695,1,2115.27,0.0,1457.07
OI00000222,ORD0000109,P01961,1,1934.22,0.2,1222.46
OI00000223,ORD0000110,P01195,2,3476.51,0.2,2290.33
OI00000224,ORD0000110,P01944,2,3555.66,0.2,2124.63
OI00000225,ORD0000110,P01195,2,3439.12,0.0,2290.33
OI00000226,ORD0000110,P01817,8,1371.84,0.1,1064.0
OI00000227,ORD0000111,P01965,3,1464.68,0.05,1049.63
OI00000228,ORD0000111,P01256,2,1457.1,0.0,997.04
OI00000229,ORD0000112,P00767,1,1513.26,0.05,838.85
OI00000230,ORD0000113,P00572,2,1759.48,0.15,1336.8
OI00000231,ORD0000114,P00831,1,2661.17,0.1,2136.32
OI00000232,ORD0000114,P00739,1,1135.24,0.0,914.96
OI00000233,ORD0000115,P00678,1,1887.98,0.0,1468.31
OI00000234,ORD0000116,P01701,2,1578.22,0.0,823.01
OI00000235,ORD0000116,P01564,1,758.48,0.1,514.99
OI00000236,ORD0000116,P00405,1,1267.4,0.2,905.1
OI00000237,ORD0000116,P01135,3,1706.75,0.2,1652.13
OI00000238,ORD0000117,P00208,1,654.69,0.0,381.77
OI00000239,ORD0000117,P01037,1,1002.86,0.15,731.65
OI00000240,ORD0000117,P00271,2,149.13,0.25,141.08
OI00000241,ORD0000118,P00849,2,1479.49,0.15,1100.91
OI00000242,ORD0000118,P01836,4,2257.95,0.25,1582.76
OI00000243,ORD0000118,P01815,2,1170.06,0.05,823.76
OI00000244,ORD0000119,P00938,1,2916.16,0.1,1906.34
OI00000245,ORD0000119,P01653,1,6350.41,0.2,4195.55
OI00000246,ORD0000120,P01866,1,3693.04,0.3,2273.45
OI00000247,ORD0000120,P01799,2,3020.85,0.25,1831.68
OI00000248,ORD0000121,P01185,3,299.34,0.2,203.2
OI00000249,ORD0000121,P00831,6,2607.15,0.15,2136.32
OI00000250,ORD0000122,P00859,1,365.91,0.4,242.21
OI00000251,ORD0000122,P00073,1,1680.27,0.0,1340.27
OI00000252,ORD0000123,P00538,2,423.94,0.0,227.85
OI00000253,ORD0000124,P00436,1,742.17,0.0,598.91
OI00000254,ORD0000125,P00679,2,1966.45,0.15,1284.72
OI00000255,ORD0000126,P01595,1,397.31,0.05,316.7
OI00000256,ORD0000126,P00662,1,1902.68,0.15,1601.14
OI00000257,ORD0000127,P01470,2,867.51,0.05,801.95
OI00000258,ORD0000128,P00562,1,517.63,0.2,309.72
OI00000259,ORD0000129,P00621,2,567.3,0.05,357.77
OI00000260,ORD0000130,P00307,1,1117.42,0.1,695.87
OI00000261,ORD0000130,P00842,1,202.87,0.1,160.16
OI00000262,ORD0000131,P00325,1,439.92,0.1,339.66
OI00000263,ORD0000132,P01354,4,3006.26,0.15,1811.52
OI00000264,ORD0000132,P01086,4,633.24,0.0,442.92
OI00000265,ORD0000132,P00371,1,797.14,0.25,519.94
OI00000266,ORD0000132,P01397,3,5417.88,0.15,3998.29
OI00000267,ORD0000133,P01724,1,5199.01,0.3,5014.21
OI00000268,ORD0000133,P00042,1,1175.6,0.0,518.78
OI00000269,ORD0000134,P00401,1,1587.37,0.3,1013.69
OI00000270,ORD0000135,P00714,1,1144.79,0.25,965.39
OI00000271,ORD0000135,P00483,8,1511.78,0.05,1061.39
OI00000272,ORD0000136,P00577,2,1159.69,0.3,900.0
OI00000273,ORD0000137,P01940,1,5074.68,0.15,3518.45
OI00000274,ORD0000137,P01173,6,440.08,0.05,272.38
OI00000275,ORD0000137,P00429,3,1397.74,0.2,966.41
OI00000276,ORD0000137,P01375,1,455.67,0.2,268.51
OI00000277,ORD0000137,P01761,5,605.29,0.25,400.59
OI00000278,ORD0000138,P01451,2,791.02,0.15,675.14
OI00000279,ORD0000138,P01522,2,12028.86,0.2,7389.4
OI00000280,ORD0000139,P01110,6,721.73,0.0,490.64
OI00000281,ORD0000139,P01029,1,1551.9,0.0,1245.06
OI00000282,ORD0000139,P00632,3,2363.23,0.1,1823.64
OI00000283,ORD0000140,P00051,3,627.99,0.0,559.7
OI00000284,ORD0000141,P01880,2,457.66,0.2,50.0
OI00000285,ORD0000141,P01026,1,2093.1,0.0,1458.73
OI00000286,ORD0000142,P00589,1,738.19,0.1,545.88
OI00000287,ORD0000142,P00586,3,451.68,0.3,334.1
OI00000288,ORD0000143,P00871,3,1133.66,0.25,953.53
OI00000289,ORD0000143,P00915,2,5643.46,0.0,2584.96
OI00000290,ORD0000143,P01309,1,577.17,0.1,486.26
OI00000291,ORD0000143,P01333,1,2944.54,0.05,1739.07
OI00000292,ORD0000143,P01280,2,1235.85,0.1,789.54
OI00000293,ORD0000144,P00635,1,195.88,0.05,124.57
OI00000294,ORD0000144,P01052,4,498.55,0.05,363.99
OI00000295,ORD0000145,P00297,1,4773.01,0.0,3545.8
OI00000296,ORD0000145,P00493,1,1175.87,0.1,710.65
OI00000297,ORD0000146,P00436,4,741.7,0.2,598.91
OI00000298,ORD0000147,P01890,1,1427.23,0.1,1208.08
OI00000299,ORD0000148,P00690,4,1655.22,0.0,1242.83
OI00000300,ORD0000148,P00706,2,637.47,0.05,446.11
OI00000301,ORD0000149,P00728,3,374.75,0.25,270.56
OI00000302,ORD0000149,P01403,2,436.49,0.0,366.43
OI00000303,ORD0000150,P01155,6,404.18,0.4,301.68
OI00000304,ORD0000151,P00816,5,832.56,0.05,730.58
OI00000305,ORD0000151,P01682,2,442.43,0.0,236.77
OI00000306,ORD0000151,P00363,2,291.11,0.5,233.13
OI00000307,ORD0000152,P00537,3,1291.72,0.15,964.98
OI00000308,ORD0000152,P00403,2,1568.36,0.15,1119.75
OI00000309,ORD0000152,P00698,1,1436.73,0.25,1253.93
OI00000310,ORD0000152,P00556,2,617.44,0.0,423.73
OI00000311,ORD0000153,P01365,3,668.01,0.0,565.93
OI00000312,ORD0000154,P00232,3,1673.07,0.05,953.03
OI00000313,ORD0000154,P00127,2,546.44,0.0,441.99
OI00000314,ORD0000155,P01289,2,1332.97,0.0,1014.27
OI00000315,ORD0000156,P00406,1,1517.08,0.0,1035.81
OI00000316,ORD0000156,P01784,4,852.79,0.05,655.93
OI00000317,ORD0000157,P01288,5,2916.31,0.0,1851.26
OI00000318,ORD0000158,P01244,1,1057.98,0.0,738.46
OI00000319,ORD0000158,P00902,4,1089.44,0.0,864.06
OI00000320,ORD0000159,P01551,3,2376.49,0.0,1779.41
OI00000321,ORD0000159,P01280,1,1203.23,0.05,789.54
OI00000322,ORD0000159,P00852,1,668.61,0.0,399.8
OI00000323,ORD0000160,P01855,3,662.24,0.0,521.08
OI00000324,ORD0000160,P00566,3,2939.61,0.1,2418.78
OI00000325,ORD0000160,P01341,3,1604.22,0.1,1061.73
OI00000326,ORD0000161,P00400,4,9171.49,0.15,7430.62
OI00000327,ORD0000162,P00238,2,188.84,0.15,147.57
OI00000328,ORD0000162,P01255,1,6177.5,0.05,4661.44
OI00000329,ORD0000162,P00077,4,449.86,0.5,514.57
OI00000330,ORD0000162,P00036,1,2443.28,0.2,2326.88
OI00000331,ORD0000163,P01036,1,566.28,0.1,390.69
OI00000332,ORD0000164,P00244,2,5022.16,0.0,4163.25
OI00000333,ORD0000165,P01637,1,1072.74,0.15,977.39
OI00000334,ORD0000165,P01567,1,1429.47,0.4,954.28
OI00000335,ORD0000166,P00734,1,640.4,0.2,489.93
OI00000336,ORD0000167,P01600,1,340.29,0.1,285.47
OI00000337,ORD0000167,P01910,1,926.9,0.2,764.39
OI00000338,ORD0000167,P01386,8,13810.32,0.05,9396.87
OI00000339,ORD0000168,P00469,2,275.17,0.15,239.65
OI00000340,ORD0000168,P00499,5,712.93,0.1,544.56
OI00000341,ORD0000168,P01720,2,96.09,0.0,89.87
OI00000342,ORD0000169,P00888,2,511.69,0.05,267.55
OI00000343,ORD0000170,P00484,2,4519.25,0.0,3758.18
OI00000344,ORD0000170,P00277,1,1173.35,0.05,733.31
OI00000345,ORD0000170,P01269,2,9945.23,0.2,6823.91
OI00000346,ORD0000170,P01219,1,2027.04,0.05,1491.37
OI00000347,ORD0000170,P01012,2,3077.17,0.2,2731.32
OI00000348,ORD0000171,P01075,1,202.05,0.1,167.89
OI00000349,ORD0000172,P01052,6,465.96,0.25,363.99
OI00000350,ORD0000172,P01742,1,1380.11,0.0,1151.86
OI00000351,ORD0000173,P00348,10,3282.76,0.0,2040.0
OI00000352,ORD0000174,P01531,2,1675.62,0.05,1333.77
OI00000353,ORD0000174,P00937,1,1188.08,0.1,876.62
OI00000354,ORD0000174,P00533,2,1544.57,0.0,1120.41
OI00000355,ORD0000174,P01054,4,2271.82,0.0,1252.26
OI00000356,ORD0000174,P00145,1,1805.9,0.1,1519.77
OI00000357,ORD0000175,P00818,1,3703.83,0.0,3564.36
OI00000358,ORD0000176,P00956,4,2031.57,0.1,1441.21
OI00000359,ORD0000177,P00547,1,2029.92,0.15,1584.75
OI00000360,ORD0000177,P01392,2,1738.22,0.05,1290.63
OI00000361,ORD0000178,P01293,2,1488.0,0.25,996.67
OI00000362,ORD0000178,P00763,2,97.75,0.05,74.72
OI00000363,ORD0000178,P01536,2,1195.46,0.1,957.55
OI00000364,ORD0000178,P01990,3,6718.76,0.05,4162.52
OI00000365,ORD0000178,P00814,5,465.11,0.0,299.48
OI00000366,ORD0000178,P01188,2,934.15,0.0,564.81
OI00000367,ORD0000179,P00784,4,1463.48,0.25,1103.7
OI00000368,ORD0000179,P01880,3,476.86,0.0,50.0
OI00000369,ORD0000179,P00064,2,1577.7,0.0,1064.57
OI00000370,ORD0000179,P01788,1,11302.23,0.1,6885.85
OI00000371,ORD0000180,P01953,1,4105.79,0.15,3344.47
OI00000372,ORD0000180,P01052,2,460.42,0.0,363.99
OI00000373,ORD0000180,P00295,1,2125.78,0.0,1474.22
OI00000374,ORD0000181,P01809,1,1180.53,0.0,713.58
OI00000375,ORD0000181,P00149,3,2779.25,0.2,2235.34
OI00000376,ORD0000181,P00984,3,275.7,0.0,212.33
OI00000377,ORD0000181,P01156,2,921.88,0.4,728.68
OI00000378,ORD0000182,P01597,1,1342.26,0.15,913.65
OI00000379,ORD0000182,P01495,2,319.69,0.25,280.54
OI00000380,ORD0000182,P01064,3,289.05,0.0,171.52
OI00000381,ORD0000182,P00715,3,1253.21,0.0,754.98
OI00000382,ORD0000183,P01654,8,13528.81,0.15,11439.39
OI00000383,ORD0000183,P01760,3,1015.52,0.05,796.38
OI00000384,ORD0000184,P01407,2,1074.13,0.15,909.63
OI00000385,ORD0000185,P01969,3,748.5,0.05,560.07
OI00000386,ORD0000185,P00705,1,774.49,0.15,578.83
OI00000387,ORD0000185,P01524,4,1548.45,0.1,978.5
OI00000388,ORD0000186,P00621,6,575.16,0.05,357.77
OI00000389,ORD0000186,P01430,4,2857.01,0.1,2437.88
OI00000390,ORD0000187,P01547,2,553.65,0.05,443.08
OI00000391,ORD0000188,P01828,2,189.29,0.0,154.86
OI00000392,ORD0000189,P01927,1,1030.1,0.1,615.37
OI00000393,ORD0000189,P01327,1,648.36,0.1,443.94
OI00000394,ORD0000189,P00780,2,271.16,0.1,224.45
OI00000395,ORD0000190,P00080,3,1787.45,0.05,1449.77
OI00000396,ORD0000191,P01711,2,1212.26,0.05,100.0
OI00000397,ORD0000191,P01954,3,3674.12,0.4,3341.69
OI00000398,ORD0000191,P01153,10,440.17,0.2,262.4
OI00000399,ORD0000191,P01308,4,542.48,0.5,515.88
OI00000400,ORD0000191,P01795,3,1764.59,0.3,2096.63
OI00000401,ORD0000192,P01168,3,1280.34,0.2,1195.21
OI00000402,ORD0000193,P01884,3,1287.48,0.15,1092.3
OI00000403,ORD0000194,P00104,4,1423.88,0.0,1022.82
OI00000404,ORD0000194,P01618,10,294.74,0.0,170.24
OI00000405,ORD0000194,P00319,1,1815.01,0.2,1308.59
OI00000406,ORD0000195,P00249,1,1663.8,0.0,1543.12
OI00000407,ORD0000196,P01444,1,1556.47,0.05,1194.88
OI00000408,ORD0000197,P01015,1,1429.62,0.15,1085.25
OI00000409,ORD0000197,P00222,1,454.47,0.05,339.2
OI00000410,ORD0000198,P01862,1,1257.39,0.3,1025.59
OI00000411,ORD0000198,P00869,3,512.4,0.15,400.0
OI00000412,ORD0000198,P01153,2,415.54,0.15,262.4
OI00000413,ORD0000198,P00766,3,1390.31,0.2,1249.18
OI00000414,ORD0000199,P00201,3,5102.33,0.0,3124.97
OI00000415,ORD0000200,P01029,1,1546.67,0.0,1245.06
OI00000416,ORD0000201,P01227,5,683.24,0.0,535.32
OI00000417,ORD0000201,P00036,1,2478.32,0.1,2326.88
OI00000418,ORD0000201,P01860,1,6475.87,0.0,5474.77
OI00000419,ORD0000202,P01773,1,680.69,0.05,535.12
OI00000420,ORD0000202,P00946,1,217.59,0.15,177.04
OI00000421,ORD0000202,P00313,4,6015.55,0.3,3536.45
OI00000422,ORD0000202,P01713,3,15453.88,0.2,9919.56
OI00000423,ORD0000202,P01198,1,534.14,0.05,394.45
OI00000424,ORD0000202,P00038,3,1178.8,0.05,1040.8
OI00000425,ORD0000203,P00034,4,881.98,0.1,777.46
OI00000426,ORD0000203,P01256,3,1395.58,0.1,997.04
OI00000427,ORD0000204,P01790,3,837.48,0.15,493.8
OI00000428,ORD0000205,P01962,1,9278.52,0.05,6642.83
OI00000429,ORD0000206,P01844,4,1619.65,0.05,1181.11
OI00000430,ORD0000207,P00269,2,1762.98,0.0,1458.71
OI00000431,ORD0000208,P00295,2,1999.64,0.3,1474.22
OI00000432,ORD0000208,P01052,1,504.58,0.05,363.99
OI00000433,ORD0000209,P01692,4,926.05,0.15,548.24
OI00000434,ORD0000210,P00202,2,1227.2,0.15,991.68
OI00000435,ORD0000210,P00325,1,447.05,0.0,339.66
